onetsoc_code,title,task_id,task,dwa_id,dwa_title
17-2041.00,"Chemical Engineers",18471,"Troubleshoot problems with chemical manufacturing processes.",4.A.2.b.1.I02.D01,"Determine causes of operational problems or failures."
17-2041.00,"Chemical Engineers",18472,"Evaluate chemical equipment and processes to identify ways to optimize performance or to ensure compliance with safety and environmental regulations.",4.A.2.a.1.I07.D07,"Evaluate characteristics of equipment or systems."
17-2041.00,"Chemical Engineers",18473,"Perform tests and monitor performance of processes throughout stages of production to determine degree of control over variables such as temperature, density, specific gravity, and pressure.",4.A.1.a.2.I02.D15,"Monitor the productivity or efficiency of industrial operations."
17-2041.00,"Chemical Engineers",18473,"Perform tests and monitor performance of processes throughout stages of production to determine degree of control over variables such as temperature, density, specific gravity, and pressure.",4.A.1.b.2.I07.D09,"Conduct validation tests of equipment or processes."
17-2041.00,"Chemical Engineers",20955,"Monitor and analyze data from processes and experiments.",4.A.1.a.1.I20.D01,"Research engineering aspects of biological or chemical processes."
17-2041.00,"Chemical Engineers",3553,"Determine most effective arrangement of operations such as mixing, crushing, heat transfer, distillation, and drying.",4.A.2.b.1.I04.D03,"Determine operational methods."
17-2041.00,"Chemical Engineers",3554,"Prepare estimate of production costs and production progress reports for management.",4.A.1.b.3.I02.D04,"Estimate operational costs."
17-2041.00,"Chemical Engineers",3554,"Prepare estimate of production costs and production progress reports for management.",4.A.3.b.6.I15.D04,"Prepare operational reports."
17-2041.00,"Chemical Engineers",3555,"Direct activities of workers who operate or are engaged in constructing and improving absorption, evaporation, or electromagnetic equipment.",4.A.4.b.4.I12.D24,"Direct industrial production activities."
17-2041.00,"Chemical Engineers",3556,"Perform laboratory studies of steps in manufacture of new products and test proposed processes in small-scale operation, such as a pilot plant.",4.A.1.a.1.I09.D02,"Research industrial processes or operations."
17-2041.00,"Chemical Engineers",3556,"Perform laboratory studies of steps in manufacture of new products and test proposed processes in small-scale operation, such as a pilot plant.",4.A.1.b.2.I07.D09,"Conduct validation tests of equipment or processes."
17-2041.00,"Chemical Engineers",3557,"Develop processes to separate components of liquids or gases or generate electrical currents, using controlled chemical processes.",4.A.2.b.4.I03.D14,"Develop technical methods or processes."
17-2041.00,"Chemical Engineers",3558,"Conduct research to develop new and improved chemical manufacturing processes.",4.A.1.a.1.I20.D01,"Research engineering aspects of biological or chemical processes."
17-2041.00,"Chemical Engineers",3559,"Design measurement and control systems for chemical plants based on data collected in laboratory experiments and in pilot plant operations.",4.A.2.b.2.I14.D06,"Design control systems for mechanical or other equipment."
17-2041.00,"Chemical Engineers",3560,"Design and plan layout of equipment.",4.A.2.b.2.I14.D01,"Design industrial processing systems."
