q_idx,q_label,q_text,idx_1,label_1,sim_1,z_1,jacc_1,lenpen_1,bm25_1,mnn_1,score_1,idx_2,label_2,sim_2,z_2,jacc_2,lenpen_2,bm25_2,mnn_2,score_2,idx_3,label_3,sim_3,z_3,jacc_3,lenpen_3,bm25_3,mnn_3,score_3,idx_4,label_4,sim_4,z_4,jacc_4,lenpen_4,bm25_4,mnn_4,score_4,idx_5,label_5,sim_5,z_5,jacc_5,lenpen_5,bm25_5,mnn_5,score_5,idx_6,label_6,sim_6,z_6,jacc_6,lenpen_6,bm25_6,mnn_6,score_6,idx_7,label_7,sim_7,z_7,jacc_7,lenpen_7,bm25_7,mnn_7,score_7,idx_8,label_8,sim_8,z_8,jacc_8,lenpen_8,bm25_8,mnn_8,score_8,idx_9,label_9,sim_9,z_9,jacc_9,lenpen_9,bm25_9,mnn_9,score_9,idx_10,label_10,sim_10,z_10,jacc_10,lenpen_10,bm25_10,mnn_10,score_10
0,d52ebdd6c51c,train personnel on proper operational procedures,3,33b4e36b0d81,0.8429818153381348,2.5153114795684814,0.20000000298023224,0.1682360897391828,0.6090768487392924,0,1.223857413360305,40,f64df278da5d,0.841106116771698,2.406325578689575,0.0,0.11157175065711056,0.0,0,1.0614902873031125,191,a9be4c9c15a1,0.8344843983650208,2.021576404571533,0.1818181872367859,0.23500177712287373,0.5898036247287963,0,1.0707979827318057,184,389dd43f303d,0.8403644561767578,2.363232135772705,0.125,0.11157175065711056,0.4588237187240411,0,1.1511972392037806,41,babe1d93de49,0.8297974467277527,1.7492451667785645,0.1666666716337204,0.45814521593713003,0.562135019628792,0,0.9729925453073935,103,6680fc36f234,0.8326319456100464,1.9139412641525269,0.1111111119389534,0.0,0.42020984140568113,0,1.0140669088749417,31,53acfaed8c01,0.8365821838378906,2.1434664726257324,0.0,0.45814521593713003,0.0,0,0.9647361077453379,167,00c6f12023ab,0.8177714347839355,1.050484299659729,0.2857142984867096,0.11157175065711056,0.8065963084128944,0,0.8363835188596136,43,61355ce7e829,0.8248114585876465,1.4595386981964111,0.1428571492433548,0.2554127452163465,0.5052523093092118,0,0.8843875925041725,78,98d9410b9c2c,0.83051997423172,1.7912269830703735,0.125,0.11157175065711056,0.4588237187240411,0,0.980324319942325
1,06d678da6c8d,prepare procedural documents,77,9b108680399f,0.9242051839828491,4.124572277069092,0.5,0.0,1.0,0,1.300000000745058,95,7c80e08ee743,0.8914169073104858,2.765223503112793,0.5,0.0,1.0,0,1.0239515006542206,167,00c6f12023ab,0.8757309913635254,2.114910840988159,0.0,0.14384099455923594,0.0,0,0.6652640359539534,17,e1dbddbff402,0.870619535446167,1.9029982089996338,0.1666666716337204,0.14384099455923594,0.38008251264002774,0,0.7056957911746121,30,c6a87cc5d35e,0.8712795972824097,1.9303632974624634,0.20000000298023224,0.0,0.4185432430857448,0,0.7263178325383373,61,dc17b84d2d6b,0.8661762475967407,1.7187867164611816,0.1428571492433548,0.2554127452163465,0.4835877978296777,0,0.6886705268922942,186,4c7ceb754866,0.855939507484436,1.2943880558013916,0.1428571492433548,0.2554127452163465,0.3480953704871541,0,0.5656815992315634,15,c5e6a1a8c44d,0.8639280796051025,1.6255812644958496,0.1666666716337204,0.14384099455923594,0.38008251264002774,0,0.6475711893336392,196,0f2541e582f8,0.846950888633728,0.9217345714569092,0.125,0.3465735069466602,0.4460490190027163,0,0.5080412629427367,153,8594b6595861,0.8336594700813293,0.37069395184516907,0.1428571492433548,0.2554127452163465,0.3480953704871541,0,0.37172305412789414
2,771b010da2fa,"recommend technical design or process changes to improve efficiency, quality, or performance",29,ef7349785e11,0.9445330500602722,5.450130939483643,0.1818181872367859,0.4054650386637325,0.5410330217665478,0,1.1968031892551203,51,6385c0e2eb2e,0.885161280632019,2.549334764480591,0.27272728085517883,0.29389328800662196,1.0,0,0.8266408557479462,81,e9ce432833f3,0.8837782740592957,2.4817636013031006,0.1666666716337204,0.29389328800662196,0.6661069603241577,0,0.737689738984322,9,3cdbc3929112,0.8726907968521118,1.940049648284912,0.0833333358168602,0.4054650386637325,0.20293416593281158,0,0.5293390628518561,102,f2c8cd5b27ab,0.8674942255020142,1.6861546039581299,0.07692307978868484,0.29389328800662196,0.2803772187470784,0,0.5116680141632486,147,a2140782858a,0.8432114124298096,0.49974071979522705,0.07692307978868484,0.29389328800662196,0.18945444021315078,0,0.2884562549121329,157,018f6a0e7f9a,0.8391538262367249,0.3014944791793823,0.125,0.0,0.36036418183651636,0,0.31140019882223774,187,02b0fa193387,0.8381766080856323,0.25374937057495117,0.07692307978868484,0.29389328800662196,0.3226539031954551,0,0.28018833312967095,68,7a9450b42a26,0.8364672660827637,0.1702340543270111,0.1818181872367859,0.4054650386637325,0.40979793308446816,0,0.2803616323752658,100,6002eddcd7d0,0.8441447615623474,0.5453424453735352,0.0833333358168602,0.4054650386637325,0.319073146880016,0,0.3228335354206532
3,33b4e36b0d81,confer with technical personnel to prepare designs or operational plans,62,c6d9ce80244c,0.9102931618690491,3.380896806716919,0.27272728085517883,0.0,0.99530758268517,0,1.321554173546239,46,f64f2eefbcb7,0.8987914323806763,2.7778615951538086,0.09090909361839294,0.1682360897391828,0.46928644105215295,0,1.0579230166091518,12,9251af4a3821,0.8883545398712158,2.2306556701660156,0.20000000298023224,0.1682360897391828,0.6606693773587912,0,0.9688071750882867,61,dc17b84d2d6b,0.8878732323646545,2.205420732498169,0.09090909361839294,0.1682360897391828,0.28498807470557874,0,0.8771515316285149,84,c6940290ea74,0.8837089538574219,1.9870878458023071,0.09090909361839294,0.1682360897391828,0.28498807470557874,0,0.8257771781600968,15,c5e6a1a8c44d,0.8766379356384277,1.6163545846939087,0.2222222238779068,0.27980784039629336,0.8812522236029512,0,0.8738965740874794,103,6680fc36f234,0.8856935501098633,2.091140031814575,0.20000000298023224,0.1682360897391828,0.6606693773587912,0,0.9363070421699289,163,3ac212a9f7c3,0.8698134422302246,1.2585465908050537,0.09090909361839294,0.1682360897391828,0.41404231592543655,0,0.6866129930930043,145,7809c19536e4,0.8604573011398315,0.7680045366287231,0.27272728085517883,0.0,1.0,0,0.7181535251438618,38,a3c08ed1a115,0.8720500469207764,1.3758116960525513,0.0833333358168602,0.07707532800886907,0.485764528545711,0,0.7371243318214182
4,9fc64a999e12,"communicate technical information to suppliers, contractors, or regulatory agencies",199,0d99df7b9f80,0.9053086638450623,3.423774480819702,0.1818181872367859,0.07707532800886907,0.8768824657917131,0,1.2971850357941546,103,6680fc36f234,0.901124119758606,3.243337631225586,0.09090909361839294,0.1682360897391828,0.29240259438360094,0,1.1119070551041383,169,2d10ff099811,0.8815249800682068,2.3982250690460205,0.09090909361839294,0.1682360897391828,0.41033208986285585,0,0.9367545688159855,142,c71cb5036aef,0.8660222291946411,1.7297484874725342,0.1666666716337204,0.0,1.0,0,0.9259916841983795,198,edb3d68bc36f,0.8796024918556213,2.3153276443481445,0.09090909361839294,0.1682360897391828,0.29240259438360094,0,0.8871994516495486,154,17f9d29c543d,0.840289294719696,0.6201476454734802,0.1666666716337204,0.0,0.6014932466855267,0,0.559552928390866,84,c6940290ea74,0.861233651638031,1.5232656002044678,0.09090909361839294,0.1682360897391828,0.29240259438360094,0,0.6954101263228675,116,1cf7420e0aac,0.847716212272644,0.9403953552246094,0.0833333358168602,0.07707532800886907,0.4682199018857571,0,0.6031267314282213,18,1c10b347eeee,0.8561492562294006,1.3040271997451782,0.1111111119389534,0.4236488349555293,0.35157930991361547,0,0.6432777631448539,3,33b4e36b0d81,0.8529731035232544,1.16707181930542,0.07692307978868484,0.0,0.25027679688765847,0,0.6077400689001735
5,abdac161e57b,design medical devices or appliances,70,d5bb4574fc4d,0.9399020671844482,3.368954658508301,0.125,0.11157175065711056,0.4243632379262217,0,1.1880122204585837,162,957f012e4031,0.9068324565887451,2.0076968669891357,0.1666666716337204,0.14384099455923594,1.0,0,1.0099559495288875,127,3d77dabe7560,0.9330588579177856,3.0872650146484375,0.1428571492433548,0.0,0.46335877870863124,0,1.1359808417542414,75,f634ee56b726,0.9149844646453857,2.343261241912842,0.1666666716337204,0.14384099455923594,0.5102462741731951,0,0.9654605339158161,60,90e3d91fbf4d,0.9208359122276306,2.5841269493103027,0.1111111119389534,0.2027325123874243,0.3914217993657387,0,0.9933774045848603,155,f6d7dbe3f71e,0.8825628757476807,1.0086781978607178,0.1666666716337204,0.14384099455923594,0.5102462741731951,0,0.6554710182238205,189,a49d5a99c1d7,0.8952604532241821,1.5313538312911987,0.0,0.0,0.0,0,0.6666057780385017,147,a2140782858a,0.8919156193733215,1.3936690092086792,0.125,0.11157175065711056,0.4243632379262217,0,0.7274392475648689,160,56c85bc2a8f3,0.8754496574401855,0.7158738970756531,0.0,0.0,0.0,0,0.4742765612900257,24,2ae9204d54c8,0.8880875110626221,1.2360910177230835,0.1428571492433548,0.0,0.46335877870863124,0,0.7050555358214812
6,75e527217c38,research engineering aspects of biological or chemical processes,206,c32f9f13a109,0.9182625412940979,2.8252954483032227,0.375,0.09116076173031373,1.0,0,1.3079419619134842,126,ebdb003908ef,0.9158838987350464,2.7370078563690186,0.2222222238779068,0.09116076173031373,0.6219592058133134,0,1.2057103318134488,59,da6e8742f6bf,0.9072562456130981,2.4167768955230713,0.25,0.2027325123874243,0.6211695670957962,0,1.11400951548939,157,018f6a0e7f9a,0.887833297252655,1.6958587169647217,0.1538461595773697,0.20273252627630822,0.4653176280529234,0,0.8947193455359175,141,dbc0d59bd942,0.9031497240066528,2.2643556594848633,0.2222222238779068,0.09116076173031373,0.6219592058133134,0,1.0825828191796483,204,62b52b411f3a,0.8955409526824951,1.9819424152374268,0.25,0.2027325123874243,0.7370548607343586,0,1.0299968968671704,148,253c9a1feb09,0.8928914666175842,1.8836019039154053,0.10000000149011612,0.09116076173031373,0.27002580046778907,0,0.9048520314986437,160,56c85bc2a8f3,0.8898054957389832,1.769060492515564,0.1111111119389534,0.2027325123874243,0.29483898213239673,0,0.8744724595300266,209,2ac9980eb5e6,0.8862238526344299,1.6361212730407715,0.09090909361839294,0.0,0.24906489358216158,0,0.8396169545895598,10,365ec2897755,0.8754624128341675,1.2366907596588135,0.10000000149011612,0.09116076173031373,0.3519334053455243,0,0.7548952587104233
7,bfcc3cdee21d,devise research or testing protocols,209,2ac9980eb5e6,0.8928264379501343,2.8401923179626465,0.1111111119389534,0.2027325123874243,0.6149755153908953,0,1.2324961442696316,204,62b52b411f3a,0.8892555236816406,2.616788148880005,0.1428571492433548,0.0,0.7279980425438168,0,1.2097595916291297,214,fc824bfe7bf0,0.8808646202087402,2.0918352603912354,0.125,0.11157175065711056,1.0,0,1.1374676127425656,59,da6e8742f6bf,0.8761260509490967,1.7953802347183228,0.1428571492433548,0.0,0.7279980425438168,0,0.9966746107836784,195,6b483cafcca2,0.8751437664031982,1.7339264154434204,0.0,0.0,0.0,0,0.8092427402734756,183,ff9c96c6d776,0.8696483373641968,1.3901206254959106,0.1111111119389534,0.2027325123874243,0.6149755153908953,0,0.8552268650578719,56,269bfa3db5c6,0.8750032782554626,1.7251372337341309,0.0,0.11157175065711056,0.0,0,0.8013540927759633,188,be19a52818cf,0.8657844662666321,1.1483886241912842,0.125,0.11157175065711056,1.0,0,0.892321423857592,9,3cdbc3929112,0.8732991218566895,1.6185215711593628,0.0,0.0,0.0,0,0.7789111360907555,186,4c7ceb754866,0.8706486225128174,1.4527006149291992,0.0,0.11157175065711056,0.0,0,0.7297501761905179
8,04d0abdf0b41,develop operational methods or processes that use green materials or emphasize sustainability,94,832ecabbf00a,0.8945572376251221,2.8117778301239014,0.0714285746216774,0.34657354027998,0.2791607921593588,0,1.145318665798847,148,253c9a1feb09,0.8919355869293213,2.6974713802337646,0.0714285746216774,0.34657354027998,0.3971492778525809,0,1.1426563470027502,72,91e3b64a6f04,0.8915354609489441,2.680025339126587,0.0625,0.1783374505407972,0.3399328564670396,0,1.132718373428614,176,62eda05f366c,0.8918396234512329,2.6932871341705322,0.07692307978868484,0.45814529093709055,0.43364407635795327,0,1.144491640256211,9,3cdbc3929112,0.8647644519805908,1.512784719467163,0.27272728085517883,0.45814529093709055,1.0,0,0.9410878009932208,174,003763627ff4,0.874424397945404,1.9339673519134521,0.06666667014360428,0.25541277854966626,0.20334964494839133,0,0.8843257925785316,175,825fff3275ff,0.8897935748100281,2.6040775775909424,0.0714285746216774,0.34657354027998,0.2791607921593588,0,1.0868835088574331,92,3f67b920ee49,0.8577367067337036,1.2063685655593872,0.06666667014360428,0.25541277854966626,0.30226484596362396,0,0.704259865566505,57,c1933354ef21,0.8506678342819214,0.8981591463088989,0.1818181872367859,0.6019862854963265,0.6591046042245914,0,0.683548216126987,159,3319e1abdfb1,0.8602074384689331,1.3140946626663208,0.0714285746216774,0.34657354027998,0.3971492778525809,0,0.7534516623578128
9,3cdbc3929112,develop technical methods or processes,84,c6940290ea74,0.9180552363395691,3.390618324279785,0.2857142984867096,0.11157175065711056,0.7852673921958094,0,1.2621668351377742,48,23ca56c5d573,0.8968724012374878,2.224205493927002,0.3333333432674408,0.0,1.0,0,1.054908812046051,182,8729852fc4b8,0.9029380679130554,2.5582056045532227,0.25,0.2027325123874243,0.8447488584474884,0,1.087787239012385,204,62b52b411f3a,0.8830724954605103,1.4643266201019287,0.3333333432674408,0.0,1.0,0,0.8843824379146099,195,6b483cafcca2,0.8930516242980957,2.0138180255889893,0.1428571492433548,0.0,0.5399943009509689,0,0.9062241133425148,49,824d3015533f,0.8918123841285706,1.9455803632736206,0.2857142984867096,0.11157175065711056,0.8875827192916397,0,0.9620131563748227,21,c9b70de179fe,0.8780924081802368,1.1901028156280518,0.1428571492433548,0.0,0.4600056990490311,0,0.6980738747742263,57,c1933354ef21,0.8819096088409424,1.4002933502197266,0.1666666716337204,0.14384099455923594,0.5946365814043407,0,0.7711673279203054,8,04d0abdf0b41,0.8647644519805908,0.45621150732040405,0.27272728085517883,0.45814529093709055,0.9727897385813257,0,0.6307578040760092,46,f64f2eefbcb7,0.8896725177764893,1.8277506828308105,0.125,0.11157175065711056,0.4212923481389641,0,0.8296670884165183
