onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
17-2199.05,"Mechatronics Engineers",4.A.2.a.4.I05.D06,"Analyze design or requirements information for mechanical equipment or systems.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.3.a.2.I09.D04,"Calibrate scientific or technical equipment.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.2.I18.D18,"Create graphical representations of mechanical equipment.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.2.I21.D03,"Create physical models or prototypes.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.2.I14.D06,"Design control systems for mechanical or other equipment.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.2.I24.D01,"Design electromechanical equipment or systems.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.2.I16.D04,"Design environmental control systems.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.2.I14.D01,"Design industrial processing systems.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.2.I02.D01,"Develop software or computer applications.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.4.I03.D14,"Develop technical methods or processes.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
