onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.a.4.I05.D08,"Analyze costs and benefits of proposed designs or projects.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.a.1.I07.D05,"Assess product or process usefulness.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.3.a.2.I09.D04,"Calibrate scientific or technical equipment.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.2.I18.D21,"Create graphical representations of industrial production systems.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.2.I21.D03,"Create physical models or prototypes.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.2.I14.D03,"Design industrial equipment.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.2.I14.D01,"Design industrial processing systems.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.2.I11.D04,"Design structures or facilities.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.1.I04.D03,"Determine operational methods.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.4.I03.D14,"Develop technical methods or processes.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.4.b.4.I12.D24,"Direct industrial production activities.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.4.b.4.I08.D01,"Direct quality control activities.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.1.b.3.I02.D04,"Estimate operational costs.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.4.a.1.I01.D04,"Explain engineering drawings, specifications, or other technical information.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.1.I09.D06,"Implement design or process improvements.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.1.a.2.I02.D09,"Inspect operational processes.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.1.a.2.I09.D04,"Monitor activities affecting environmental quality.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.1.a.2.I11.D06,"Monitor processes for compliance with standards.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.1.a.2.I02.D15,"Monitor the productivity or efficiency of industrial operations.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.3.a.3.I06.D13,"Operate industrial equipment.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.6.I02.D07,"Prepare detailed work plans.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.2.b.2.I18.D01,"Prepare drawings or diagrams of products or services.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.3.b.6.I15.D04,"Prepare operational reports.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
17-3026.00,"Industrial Engineering Technologists and Technicians",4.A.4.c.3.I05.D03,"Purchase materials, equipment, or other resources.",3.29,4.51,3.97,2.47,2.78,1.09,2.73,2.19,4.93,3.73,1.00,2.83,3.12,1.41,2.21,1.02,1.05,2.57,4.73,4.32,3.07,4.21,4.26,3.69,1.40,1.26,4.61,2.93,3.49,2.84,1.74,1.59,1.86,3.06,2.39,3.51,3.43,4.01,2.24,1.43,1.56,1.77,3.09,3.11,3.08,2.96,4.17,4.63,2.15,4.67,1.48,4.51
