onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
19-1021.00,"Biochemists and Biophysicists",4.A.2.a.4.I10.D05,"Analyze biological samples.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.2.b.2.I23.D04,"Design research studies to obtain scientific information.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.2.b.2.I23.D02,"Develop biological research methods.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.2.b.4.I03.D12,"Develop new or advanced products or production methods.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.4.b.3.I02.D09,"Instruct college students in physical or life sciences.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.3.a.2.I47.D04,"Prepare compounds or solutions for products or testing.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.3.b.6.I03.D04,"Prepare scientific or technical reports or presentations.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.1.a.1.I16.D02,"Research diseases or parasites.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.1.a.1.I16.D01,"Research genetic characteristics or expression.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.1.a.1.I20.D10,"Research methods to improve food products.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.1.a.1.I16.D04,"Research microbiological or chemical processes or structures.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.3.a.2.I46.D10,"Set up laboratory or field equipment.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.4.b.4.I01.D10,"Supervise scientific or technical personnel.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
19-1021.00,"Biochemists and Biophysicists",4.A.3.b.6.I07.D02,"Write grant proposals.",3.37,3.75,3.16,1.95,1.80,1.35,2.16,2.63,4.85,2.53,2.11,3.11,2.15,1.25,1.33,1.65,1.11,1.90,4.44,4.30,2.55,3.70,4.75,3.53,1.11,1.00,4.67,1.45,3.44,4.11,1.05,1.16,2.17,3.16,2.65,3.32,3.80,2.40,1.42,1.25,1.37,1.45,3.58,2.68,3.45,1.95,4.35,3.67,1.61,4.16,2.30,4.21
